87265.39120, 3,   0.067, -0.725, 10.701, 5,  10.800, -3.700,-17.500
87265.41087, 3,  -0.193, -0.372, 10.498, 4,  -1.392, -0.351,  0.064, 5,   8.900, -3.700,-17.500
87265.43054, 3,  -0.292,  0.288,  9.935, 4,  -1.130, -0.018,  0.008, 5,  11.400, -3.700,-17.900
87265.45022, 3,   0.031,  0.277,  9.472, 4,  -0.808,  0.079, -0.012, 5,   9.800, -3.700,-15.600
87265.46990, 3,   0.082, -0.263,  9.778, 4,  -0.584, -0.032, -0.002, 5,  10.600, -3.700,-15.600
87265.48959, 3,  -0.057, -0.167, 10.834, 4,  -0.420,  0.054,  0.010, 5,   9.700, -5.500,-14.100
87265.50928, 3,   0.028, -0.012, 11.356, 4,  -0.253,  0.265,  0.024, 5,   9.000, -6.300,-14.100
87265.52898, 3,   0.019, -0.098, 10.706, 4,   0.009,  0.392,  0.051, 5,  13.100, -6.800,-14.100
87265.54868, 3,  -0.239, -0.098, 10.023, 4,   0.348,  0.441,  0.064, 5,  10.900, -6.800,-13.000
87265.56838, 3,  -0.518, -0.025,  9.161, 4,   0.566,  0.360,  0.063, 5,  10.900, -7.700,-14.400
87265.58809, 3,  -0.612, -0.122,  8.716, 4,   0.596,  0.317,  0.050, 5,   9.400, -8.500,-13.800
87265.60781, 3,  -0.681,  0.280,  9.048, 4,   0.366,  0.380,  0.038, 5,   9.400, -8.500,-13.800
87265.62753, 3,  -0.707,  0.709,  9.706, 4,   0.027,  0.417,  0.084, 5,   8.400, -8.500,-14.600
87265.64726, 3,  -0.649,  0.326, 10.765, 4,  -0.267,  0.298,  0.086, 5,   9.700, -8.500,-14.000
87265.66699, 3,  -0.562,  0.127, 10.313, 4,  -0.343,  0.137,  0.065, 5,   9.700, -8.500,-12.600
87265.68672, 3,  -0.496,  0.218, 10.126, 4,  -0.191, -0.034,  0.063, 5,   9.700, -8.500,-14.100
87265.70646, 3,  -0.682,  0.450,  9.672, 4,   0.001, -0.073,  0.061, 5,   8.600, -8.500,-12.900
87265.72620, 3,  -0.668,  0.281, 10.035, 4,   0.075, -0.089,  0.065, 5,   6.700, -9.000,-14.400
87265.74595, 3,  -0.595,  0.215, 10.318, 4,   0.005, -0.142,  0.100, 5,   9.800, -9.000,-14.400
87265.76571, 3,  -0.299,  0.237,  9.757, 4,  -0.007, -0.210,  0.127, 5,   9.100, -9.000,-14.000
87265.78546, 3,  -0.102,  0.138,  9.759, 4,   0.082, -0.246,  0.142, 5,   8.500, -9.000,-14.000
87265.80522, 3,  -0.531,  0.268,  9.989, 4,   0.144, -0.218,  0.115, 5,   9.800, -8.500,-14.000
87265.82498, 3,  -0.369,  0.230,  9.880, 4,   0.159, -0.160,  0.065, 5,   8.600, -8.500,-13.600
87265.84475, 3,  -0.311,  0.348, 10.081, 4,   0.164, -0.131,  0.060, 5,   8.100, -9.000,-13.600
87265.86453, 3,  -0.108,  0.311,  9.637, 4,   0.161, -0.101,  0.035, 5,   6.800, -9.000,-13.600
87265.88430, 3,  -0.275,  0.407,  9.352, 4,   0.176, -0.096,  0.016, 5,   6.800, -9.000,-13.600
87265.90408, 3,  -0.225,  0.418,  9.727, 4,   0.167, -0.043,  0.003, 5,   6.800, -9.000,-13.600
87265.92387, 3,  -0.284,  0.484,  9.806, 4,   0.077,  0.015,  0.020, 5,   6.100, -9.400,-13.600
87265.94365, 3,  -0.344,  0.410,  9.969, 4,   0.038,  0.025,  0.022, 5,   6.500, -9.400,-13.600
87265.96345, 3,  -0.311,  0.485,  9.638, 4,   0.051,  0.027,  0.020, 5,   6.100, -9.400,-13.600
87265.98324, 3,  -0.205,  0.358,  9.749, 4,   0.062,  0.034,  0.035, 5,   6.100, -9.400,-13.600
87266.00304, 3,  -0.352,  0.493,  9.892, 4,   0.017,  0.040,  0.043, 5,   6.100, -9.400,-13.600
87266.02284, 3,  -0.399,  0.438,  9.735, 4,  -0.016,  0.056,  0.036, 5,   5.200, -9.400,-13.600
87266.04265, 3,  -0.397,  0.450,  9.642, 4,  -0.027,  0.080,  0.038, 5,   6.200, -9.400,-13.600
87266.06245, 3,  -0.370,  0.474,  9.969, 4,  -0.065,  0.088,  0.044, 5,   5.500, -9.400,-13.600
87266.08226, 3,  -0.346,  0.444,  9.792, 4,  -0.084,  0.107,  0.051, 5,   6.200, -9.800,-13.600
87266.10208, 3,  -0.328,  0.472,  9.674, 4,  -0.042,  0.091,  0.043, 5,   6.200, -9.800,-13.600
87266.12189, 3,  -0.316,  0.311,  9.751, 4,  -0.016,  0.051,  0.040, 5,   6.200, -9.800,-13.600
87266.14172, 3,  -0.452,  0.328,  9.873, 4,  -0.053,  0.030,  0.031, 5,   5.700, -9.800,-13.600
87266.16154, 3,  -0.566,  0.535,  9.859, 4,  -0.108, -0.013, -0.001, 5,   5.700, -9.800,-13.600
87266.18136, 3,  -0.406,  0.432,  9.967, 4,  -0.120, -0.015, -0.001, 5,   5.700, -9.800,-13.600
87266.20119, 3,  -0.210,  0.165,  9.950, 4,  -0.128, -0.028,  0.038, 5,   5.700, -9.800,-13.600
87266.22102, 3,  -0.349,  0.248,  9.875, 4,  -0.083, -0.018,  0.064, 5,   5.700,-10.200,-13.600
87266.24085, 3,  -0.407,  0.205,  9.734, 4,  -0.007,  0.033,  0.051, 5,   5.700,-10.200,-13.600
87266.26069, 3,  -0.500,  0.326,  9.982, 4,   0.014,  0.035,  0.036, 5,   5.700,-10.200,-13.600
87266.28053, 3,  -0.515,  0.262, 10.135, 4,  -0.002,  0.041,  0.020, 5,   5.700,-10.200,-13.600
87266.30037, 3,  -0.501,  0.205, 10.527, 4,   0.033,  0.019,  0.011, 5,   5.700,-10.200,-13.600
87266.32021, 3,  -0.275,  0.567,  9.827, 4,   0.093, -0.041, -0.014, 5,   5.700,-10.200,-13.600
87266.34006, 3,  -0.217,  0.335,  9.672, 4,   0.136, -0.174, -0.020, 5,   5.700,-10.200,-13.600
87266.35991, 3,  -0.276,  0.512,  9.466, 4,   0.159, -0.091, -0.022, 5,   5.700,-10.200,-13.600
87266.37976, 3,  -0.334,  0.541,  9.628, 4,   0.138, -0.031, -0.039, 5,   5.700,-10.200,-13.600
87266.39961, 3,  -0.303,  0.448,  9.669, 4,   0.062, -0.027, -0.022, 5,   5.700,-10.200,-13.600
87266.41947, 3,   0.544,  0.063,  9.860, 4,  -0.012, -0.064,  0.024, 5,   5.700,-10.200,-13.600
87266.43933, 3,  -0.588,  0.446,  9.945, 4,  -0.056, -0.068,  0.043, 5,   5.700,-10.200,-13.600
87266.45919, 3,  -0.256,  0.234,  9.678, 4,  -0.039, -0.104, -0.015, 5,   5.700,-10.200,-13.600
87266.47905, 3,  -0.257,  0.549,  9.664, 4,   0.006, -0.053,  0.006, 5,   5.700,-10.200,-13.600
87266.49892, 3,  -0.191,  0.637,  9.873, 4,   0.016, -0.030,  0.012, 5,   5.700,-10.200,-13.600
87266.51879, 3,  -0.082,  0.524,  9.571, 4,  -0.019, -0.030, -0.002, 5,   5.700,-10.200,-13.600
87266.53866, 3,  -0.199,  0.506,  9.780, 4,  -0.065,  0.018, -0.011, 5,   5.700,-10.200,-13.600
87266.55853, 3,  -0.124,  0.388,  9.906, 4,  -0.131,  0.062, -0.017, 5,   5.700,-10.200,-13.600
87266.57841, 3,  -0.408,  0.389, 10.036, 4,  -0.133,  0.009, -0.012, 5,   5.700,-10.200,-13.600
87266.59828, 3,  -0.081,  0.334, 10.130, 4,  -0.035, -0.068, -0.034, 5,   5.700,-10.200,-13.600
87266.61816, 3,  -0.510,  0.311, 10.505, 4,   0.066, -0.151, -0.069, 5,   5.700,-10.200,-13.600
87266.63804, 3,  -0.366,  0.453, 10.680, 4,   0.127, -0.120, -0.129, 5,   5.700,-10.200,-13.600
87266.65793, 3,  -0.445,  0.547, 10.559, 4,   0.251, -0.013, -0.115, 5,   5.700,-10.200,-13.600
87266.67781, 3,   0.981,  0.172, 10.500, 4,   0.430,  0.011, -0.097, 5,   5.700,-10.200,-13.600
87266.69770, 3,  -0.562,  0.842,  9.904, 4,   0.608, -0.064, -0.150, 5,   5.700,-10.200,-13.600
87266.71759, 3,  -0.438,  0.970,  9.901, 4,   0.835,  0.047, -0.373, 5,   5.700,-10.200,-13.600
87266.73748, 3,  -0.102,  1.369, 10.414, 4,   1.004,  0.155, -0.364, 5,   5.700,-10.200,-13.600
87266.75737, 3,   0.112,  1.773, 11.345, 4,   1.034,  0.023, -0.290, 5,   5.700,-10.200,-13.600
87266.77727, 3,  -0.308,  2.025, 13.002, 4,   1.106,  0.002, -0.231, 5,   5.700,-10.200,-13.600
87266.79717, 3,  -0.022,  2.421, 15.745, 4,   1.425,  0.008, -0.244, 5,   5.700,-10.200,-13.200
87266.81707, 3,   0.265,  3.106, 17.998, 4,   2.208,  0.068, -0.207, 5,   5.700,-10.200,-13.200
87266.83697, 3,  -0.868,  3.148, 17.489, 4,   3.605,  0.144, -0.141, 5,   5.700,-10.700,-13.200
87266.85687, 3,  -1.171,  3.135, 12.652, 4,   5.569, -0.248,  0.001, 5,   4.000,-12.400,-10.900
87266.87678, 3,   0.454,  3.255,  7.665, 4,   7.668, -0.847,  0.144, 5,   1.100,-15.400, -9.200
87266.89668, 3,  -0.635,  3.833,  8.453, 4,   8.704, -0.675,  0.024, 5,   3.100,-16.600, -5.200
87266.91659, 3,  -1.833,  4.118,  9.011, 4,   8.447, -0.088, -0.314, 5,   0.500,-17.700, -1.900
87266.93650, 3,  -2.784,  2.921,  5.027, 4,   8.343, -0.420, -0.581, 5,   0.900,-18.100,  0.400
87266.95641, 3,   0.236,  4.477,  3.385, 4,   8.704, -1.738, -0.468, 5,  -0.300,-18.100,  5.000
87266.97632, 3,   1.658,  4.806, -3.555, 4,   8.510, -3.117, -0.128, 5,  -0.700,-16.600,  9.500
87266.99624, 3,   1.395,  4.897, -9.340, 4,   8.346, -3.206, -0.029, 5,   1.000,-15.000, 12.300
87267.01615, 3,  -1.096,  5.525,-10.705, 4,   7.587, -1.742, -0.394, 5,  -1.200,-14.400, 14.500
87267.03607, 3,  -0.738,  5.140, -7.233, 4,   5.373, -0.093, -0.682, 5,  -0.200,-13.900, 16.600
87267.05599, 3,  -0.761,  6.015, -4.780, 4,   2.721,  0.679, -0.614, 5,  -2.700,-13.400, 14.900
87267.07591, 3,  -0.083,  6.905, -2.932, 4,   1.379,  0.885, -0.519, 5,  -1.200,-13.000, 15.900
87267.09583, 3,  -1.087,  7.366, -4.695, 4,   0.818,  0.708, -0.379, 5,   0.300,-13.000, 15.900
87267.11576, 3,  -1.396,  8.210, -5.592, 4,   0.747,  0.491, -0.369, 5,  -1.300,-13.000, 16.700
87267.13568, 3,  -0.631,  8.685, -5.058, 4,   0.539,  0.151, -0.288, 5,  -0.500,-13.000, 15.200
87267.15560, 3,  -0.279,  8.347, -4.634, 4,   0.226, -0.046, -0.203, 5,  -0.500,-13.000, 15.900
87267.17553, 3,  -0.525,  8.355, -5.036, 4,  -0.039, -0.113, -0.179, 5,  -1.200,-13.000, 15.900
87267.19546, 3,  -0.953,  8.731, -4.564, 4,  -0.215, -0.071, -0.171
87267.21539, 3,  -0.677,  8.717, -5.617, 4,  -0.412,  0.041, -0.134, 5,  -0.600,-13.400, 14.500
87267.23532, 3,  -0.738,  8.115, -6.898, 4,  -0.626,  0.195, -0.065, 5,  -0.600,-13.400, 14.900
87267.25525, 3,  -1.578,  7.199, -9.325, 4,  -1.128,  0.531, -0.054, 5,  -1.000,-14.200, 14.000
87267.27518, 3,  -0.852,  5.882, -8.884, 4,  -2.063,  1.053, -0.070, 5,  -1.000,-15.000, 12.200
87267.29511, 3,   0.256,  2.735, -8.327, 4,  -3.517,  1.615, -0.053, 5,  -1.000,-15.600, 10.400
87267.31505, 3,  -1.110,  1.637, -6.983, 4,  -5.337,  1.984, -0.107, 5,  -1.000,-17.600,  7.800
87267.33498, 3,  -2.624, -2.449, -4.295, 4,  -7.393,  2.322, -0.454, 5,  -1.400,-18.700,  3.500
87267.35492, 3,  -1.354, -3.584,  3.679, 4,  -8.707,  2.660, -0.613, 5,  -1.400,-18.700, -1.700
87267.37486, 3,  -1.252, -3.178, 10.596, 4,  -8.707,  2.722, -0.278, 5,  -1.400,-17.600, -6.100
87267.39480, 3,  -1.839, -2.622, 17.917, 4,  -8.707,  2.306,  0.145, 5,  -1.400,-15.400, -9.100
87267.41475, 3,  -4.127,  3.757, 19.792, 4,  -8.707,  1.173,  0.315, 5,  -0.400,-14.100,-11.200
87267.43469, 3,  -1.631,  5.943, 19.792, 4,  -8.624, -0.985,  0.142, 5,   1.600,-13.000,-10.700
