148722.63489, 3,  -1.694,  3.121, 10.117
148722.65489, 3,  -1.532,  3.111,  9.386
148722.67489, 3,  -1.326,  3.075,  9.173
148722.69489, 3,  -1.280,  3.137,  9.006
148722.71489, 3,  -1.250,  3.193,  8.894
148722.73489, 3,  -1.119,  3.184,  8.785
148722.75489, 3,  -1.109,  3.167,  8.675
148722.77489, 3,  -1.119,  3.061,  8.672
148722.79489, 3,  -1.095,  3.021,  8.642
148722.81489, 3,  -1.414,  2.979,  9.045
148722.83489, 3,  -1.529,  2.991,  9.007
148722.85489, 3,  -1.786,  2.987,  8.385
148722.87489, 3,  -1.421,  2.694,  8.830
148722.89489, 3,  -0.968,  3.280,  8.157
148722.91489, 3,   0.854,  2.393,  6.819
148722.93489, 3,   0.553,  1.386,  6.256
148722.95489, 3,  -1.779,  0.584,  4.791
148722.97489, 3,  -0.946,  1.589,  7.955
148722.99489, 3,   2.044,  2.742, 11.163
148723.01489, 3,   6.205, -1.149, 11.557
148723.03489, 3,   3.797,  1.505,  5.693
148723.05489, 3,   0.803,  0.004,  7.834
148723.07489, 3,  -1.346,  1.969,  8.450
148723.09489, 3,   1.784,  1.116, 12.097
148723.11489, 3,   3.584,  1.660, 11.127
148723.13489, 3,   2.585,  2.086,  7.090
148723.15489, 3,   1.870,  2.912,  6.388
148723.17489, 3,   2.072,  2.613,  6.938
148723.19489, 3,   1.623,  2.213,  8.617
148723.21489, 3,   2.790,  1.262, 10.701
148723.23489, 3,   4.520,  1.870, 12.138
148723.25489, 3,   3.870,  1.680, 10.845
148723.27489, 3,   2.171,  2.425,  8.767
148723.29489, 3,   1.702,  2.127,  8.003
148723.31489, 3,   2.664,  2.466,  9.372
148723.33489, 3,   4.790,  1.612,  9.632
148723.35489, 3,   3.982,  1.440,  8.531
148723.37489, 3,   1.817,  2.528,  7.569
148723.39489, 3,   0.901,  4.265,  8.994
148723.41489, 3,  -0.253,  5.738,  9.859
148723.43489, 3,   3.604,  1.437,  8.656
148723.45489, 3,   8.812, -5.358,  6.749
148723.47489, 3,   8.654, -4.803,  9.700
148723.49489, 3,   3.631,  0.787, 10.987
148723.51489, 3,   3.352,  0.530,  8.449
148723.53489, 3,   3.955, -0.480,  6.803
148723.55489, 3,   3.200,  0.267,  7.431
148723.57489, 3,   3.216,  0.109,  8.495
148723.59489, 3,   4.289,  0.018,  9.137
148723.61489, 3,   4.399, -0.346, 10.913
148723.63489, 3,   4.666, -0.247, 10.520
148723.65489, 3,   4.632,  0.272,  8.760
148723.67489, 3,   4.407,  0.384,  8.565
148723.69489, 3,   4.164,  0.485,  9.147
148723.71489, 3,   4.073,  0.671, 11.484
148723.73489, 3,   3.662,  0.539, 12.185
148723.75489, 3,   4.584,  0.439, 10.797
148723.77489, 3,   5.742, -0.938,  9.167
148723.79489, 3,   6.911, -2.460,  7.278
148723.81489, 3,   6.557, -2.960,  7.712
148723.83489, 3,   3.600, -0.301,  9.675
148723.85489, 3,   3.966, -0.518,  9.556
148723.87489, 3,   3.890, -0.877,  9.060
148723.89489, 3,   4.262, -0.185,  8.753
148723.91489, 3,   4.849, -0.202,  8.779
148723.93489, 3,   5.228, -0.619,  8.207
148723.95489, 3,   4.790, -0.349,  8.374
148723.97489, 3,   5.010, -0.106,  8.828
148723.99489, 3,   5.088,  0.157,  8.854
148724.01489, 3,   5.345,  0.446,  8.193
148724.03489, 3,   5.628,  0.173,  8.192
148724.05489, 3,   6.263, -1.221,  8.617
148724.07489, 3,   7.075, -1.730,  9.167
148724.09489, 3,   7.124, -1.699,  8.860
148724.11489, 3,   6.273, -0.511,  8.355
148724.13489, 3,   5.874, -0.105,  7.910
148724.15489, 3,   5.649, -0.395,  7.711
148724.17489, 3,   5.274, -0.267,  8.233
148724.19489, 3,   5.565, -0.683,  8.888
148724.21489, 3,   6.486, -1.256,  8.644
148724.23489, 3,   6.139, -0.878,  8.419
148724.25489, 3,   5.994, -0.661,  7.944
148724.27489, 3,   5.602, -0.450,  7.743
148724.29489, 3,   5.174, -0.371,  7.097
148724.31489, 3,   4.486, -0.375,  6.872
148724.33489, 3,   4.926, -0.909,  8.080
148724.35489, 3,   5.531, -2.111,  8.751
148724.37489, 3,   5.395, -1.762,  9.408
148724.39489, 3,   4.957, -1.273,  9.527
148724.41489, 3,   5.124, -1.023,  8.854
148724.43489, 3,   4.776, -0.705,  8.348
148724.45489, 3,   5.236, -1.672,  8.891
148724.47489, 3,   4.565, -1.157,  9.663
148724.49489, 3,   5.213, -1.223,  9.282
148724.51489, 3,   5.258, -1.224,  8.827
148724.53489, 3,   4.086, -0.741,  8.925
148724.55489, 3,   3.103, -0.706,  7.774
148724.57489, 3,   1.402, -0.552,  7.317
148724.59489, 3,  -0.420, -0.165,  8.067
148724.61489, 3,  -2.122, -0.493,  9.629
148724.63489, 3,  -3.853, -0.450, 10.969
148724.65489, 3,  -7.390, -0.586,  8.133
148724.67489, 3, -11.399, -0.990,  2.923
148724.69489, 3, -13.863, -4.338,  0.060
148724.71489, 3, -11.428, -8.748,  1.066
148724.73489, 3,  -2.615,-12.834,  8.767
148724.75489, 3,  19.530,-14.158, 19.783
148724.77489, 3,  19.530, -5.460,  9.085
148724.79489, 3,  13.335, -6.348,  6.169
148724.81489, 3,  14.621, -5.811, 11.700
148724.83489, 3,   1.779, -5.261,  6.803
148724.85489, 3,  -5.127, -2.916,  5.204
148724.87489, 3, -17.343, -1.810,  3.283
148724.89489, 3, -19.696, -2.220,  4.063
148724.91489, 3, -18.342, -6.151,  5.515
148724.93489, 3,  -5.254, -9.021,  6.646
148724.95489, 3,  19.530,-17.813, 15.011
148724.97489, 3,  19.530, -6.403,  3.388
148724.99489, 3,  11.010, -7.961, 13.994
148725.01489, 3,   5.241, -7.288, 13.686
148725.03489, 3,   5.129, -5.436,  8.451
148725.05489, 3,   4.890, -3.764,  5.827
148725.07489, 3,   3.567, -3.263,  6.518
148725.09489, 3,   2.141, -3.973,  6.095
148725.11489, 3,  -0.734, -4.411,  6.713
148725.13489, 3,  -1.782, -4.261,  9.294
148725.15489, 3,  -1.364, -3.357, 10.286
148725.17489, 3,  -0.628, -2.565,  8.748
148725.19489, 3,   0.779, -2.500,  7.235
148725.21489, 3,   1.018, -3.391,  7.668
148725.23489, 3,   0.192, -3.802,  8.915
148725.25489, 3,  -0.059, -3.831,  9.355
148725.27489, 3,   0.355, -3.353,  9.170
148725.29489, 3,   1.456, -3.307,  8.864
148725.31489, 3,   2.279, -3.338,  9.431
148725.33489, 3,   2.036, -3.711,  9.001
148725.35489, 3,   1.589, -4.120,  9.498
